,longitude,latitude,housing_median_age,total_rooms,population,households,median_income,median_house_value,ocean_proximity_<1h ocean,ocean_proximity_inland,ocean_proximity_island,ocean_proximity_near bay,ocean_proximity_near ocean
14803,-117.12,32.59,28,2793,1825,676,2.6724,144500.0,0,0,0,0,1
14804,-117.16,32.58,36,1940,1076,382,3.3906,147800.0,0,0,0,0,1
14805,-117.13,32.63,10,5698,1900,794,8.013024999999999,478500.0,0,0,0,0,1
14806,-117.17,32.63,26,1617,2745,250,3.5357,67500.0,0,0,0,0,1
14807,-117.17,32.68,16,5698,873,522,7.3669,187500.0,0,0,0,0,1
14808,-117.18,32.68,29,1539,556,289,3.25,482412.5,0,0,0,0,1
14809,-117.18,32.69,52,1837,668,300,5.1009,482412.5,0,0,0,0,1
14810,-117.18,32.69,37,3112,1304,674,3.2121,320800.0,0,0,0,0,1
14811,-117.18,32.69,44,2819,1258,503,4.4777,452800.0,0,0,0,0,1
14812,-117.17,32.69,40,2236,767,316,5.3177,482412.5,0,0,0,0,1
14813,-117.18,32.69,48,2764,978,449,5.1249,432400.0,0,0,0,0,1
14814,-117.17,32.69,19,2802,1159,597,4.7891,334600.0,0,0,0,0,1
14815,-117.17,32.69,45,3168,1341,562,4.5189,422200.0,0,0,0,0,1
14816,-117.17,32.7,33,4084,1804,833,4.0488,409700.0,0,0,0,0,1
14817,-117.18,32.7,44,2655,1102,489,3.6759,368800.0,0,0,0,0,1
14818,-117.18,32.7,42,1691,761,281,5.1386,404500.0,0,0,0,0,1
14819,-117.19,32.69,35,2921,1042,415,6.3612,482412.5,0,0,0,0,1
14820,-117.11,32.68,36,26,58,23,1.9107,125000.0,0,0,0,0,1
14821,-117.11,32.67,43,515,445,140,1.6094,93000.0,0,0,0,0,1
14822,-117.11,32.67,46,928,790,235,1.6806,92500.0,0,0,0,0,1
14823,-117.11,32.67,52,204,248,57,1.7961,47500.0,0,0,0,0,1
14824,-117.12,32.66,52,16,8,3,1.125,60000.0,0,0,0,0,1
14825,-117.11,32.67,52,280,217,71,1.4844,83300.0,0,0,0,0,1
14826,-117.11,32.66,52,25,14,9,1.625,118800.0,0,0,0,0,1
14827,-117.09,32.67,37,1157,983,306,2.0972,117000.0,0,0,0,0,1
14828,-117.09,32.66,38,833,570,182,1.8333,127100.0,0,0,0,0,1
14829,-117.09,32.66,37,1232,1086,330,1.6389,114300.0,0,0,0,0,1
14830,-117.1,32.66,27,1782,1785,560,2.1542,106300.0,0,0,0,0,1
14831,-117.1,32.67,26,2629,2721,767,2.0982,109100.0,0,0,0,0,1
14832,-117.1,32.67,22,1690,1669,494,2.0213,110600.0,0,0,0,0,1
14833,-117.09,32.68,30,2662,1997,605,2.8089,120600.0,0,0,0,0,1
14834,-117.09,32.67,31,2051,1581,538,2.052,108900.0,0,0,0,0,1
14835,-117.1,32.67,15,1635,1347,597,1.2745,92900.0,0,0,0,0,1
14836,-117.1,32.68,20,1012,837,240,2.0488,88900.0,0,0,0,0,1
14837,-117.1,32.69,29,4174,3132,1092,1.8112,103600.0,0,0,0,0,1
14838,-117.1,32.68,42,2013,1920,557,2.0724,107600.0,0,0,0,0,1
14839,-117.1,32.68,47,771,637,212,2.0156,90300.0,0,0,0,0,1
14840,-117.1,32.68,49,1412,1200,332,2.0398,93600.0,0,0,0,0,1
14841,-117.1,32.68,47,1044,1003,280,1.7802,97800.0,0,0,0,0,1
14842,-117.1,32.68,45,1183,900,266,2.4943,99600.0,0,0,0,0,1
14843,-117.07,32.69,29,1429,1091,317,3.4609,118000.0,0,0,0,0,1
14844,-117.08,32.69,31,2558,1938,492,3.4875,117000.0,0,0,0,0,1
14845,-117.08,32.69,36,1571,1001,268,3.6875,111400.0,0,0,0,0,1
14846,-117.09,32.69,34,1469,1031,267,3.4583,112700.0,0,0,0,0,1
14847,-117.09,32.68,29,1792,1650,396,2.2201,100000.0,0,0,0,0,1
14848,-117.07,32.69,28,1485,820,283,4.069,153300.0,0,0,0,0,1
14849,-117.08,32.68,26,3071,2156,568,2.9318,112400.0,0,0,0,0,1
14850,-117.08,32.68,19,3635,3127,1092,1.324,122600.0,0,0,0,0,1
14851,-117.09,32.68,20,2569,2341,705,2.0114,104900.0,0,0,0,0,1
14852,-117.07,32.67,28,2758,2179,631,2.3814,112300.0,0,0,0,0,1
14853,-117.08,32.67,31,3008,2088,757,2.5662,118200.0,0,0,0,0,1
14854,-117.09,32.66,46,844,423,161,3.375,136300.0,0,0,0,0,1
14855,-117.08,32.66,43,1004,839,235,2.81,103400.0,0,0,0,0,1
14856,-117.07,32.67,35,3200,1723,610,1.8977,95600.0,0,0,0,0,1
14857,-117.07,32.65,12,4131,2272,840,3.4701,204900.0,0,0,0,0,1
14858,-117.07,32.64,32,5135,2152,944,4.1325,172800.0,0,0,0,0,1
14859,-117.08,32.64,43,1005,548,252,1.8672,145800.0,0,0,0,0,1
14860,-117.08,32.65,17,2633,1487,694,2.5392,147000.0,0,0,0,0,1
14861,-117.08,32.64,38,917,494,233,1.9241,150000.0,0,0,0,0,1
14862,-117.08,32.64,11,1651,947,515,1.6806,141700.0,0,0,0,0,1
14863,-117.09,32.65,20,1445,573,334,2.619,145800.0,0,0,0,0,1
14864,-117.09,32.65,25,3509,2359,899,2.6296,150000.0,0,0,0,0,1
14865,-117.08,32.65,28,2296,1277,550,2.3562,123800.0,0,0,0,0,1
14866,-117.09,32.64,38,2095,1240,550,2.7218,145900.0,0,0,0,0,1
14867,-117.09,32.64,30,3171,2126,800,2.507,142700.0,0,0,0,0,1
14868,-117.1,32.64,29,1578,1236,461,2.5658,134700.0,0,0,0,0,1
14869,-117.09,32.64,20,1999,1302,592,1.6321,57500.0,0,0,0,0,1
14870,-117.09,32.64,19,2571,1205,783,1.62,131300.0,0,0,0,0,1
14871,-117.09,32.63,27,2920,1935,746,2.4148,67500.0,0,0,0,0,1
14872,-117.11,32.64,23,1619,1025,415,1.858,67500.0,0,0,0,0,1
14873,-117.11,32.62,27,1846,1078,482,2.1719,131500.0,0,0,0,0,1
14874,-117.09,32.62,37,1538,867,285,3.0729,128700.0,0,0,0,0,1
14875,-117.09,32.62,37,1925,1344,426,2.4866,129700.0,0,0,0,0,1
14876,-117.09,32.62,34,1576,1153,381,2.1955,129700.0,0,0,0,0,1
14877,-117.08,32.63,33,2891,1607,754,2.1281,139800.0,0,0,0,0,1
14878,-117.09,32.64,24,3613,2002,931,1.947,147500.0,0,0,0,0,1
14879,-117.09,32.63,33,620,420,164,1.8417,150000.0,0,0,0,0,1
14880,-117.07,32.64,38,1486,745,295,4.6477,150400.0,0,0,0,0,1
14881,-117.07,32.63,37,2303,1026,357,3.455,156900.0,0,0,0,0,1
14882,-117.07,32.64,30,2873,1593,731,2.24,129500.0,0,0,0,0,1
14883,-117.06,32.63,37,1326,612,240,4.125,160200.0,0,0,0,0,1
14884,-117.06,32.62,36,786,408,138,3.9167,189700.0,0,0,0,0,1
14885,-117.07,32.63,40,1706,796,303,3.5583,154900.0,0,0,0,0,1
14886,-117.07,32.63,37,2372,1056,419,3.7583,145500.0,0,0,0,0,1
14887,-117.08,32.63,30,2504,1827,490,2.6146,159400.0,0,0,0,0,1
14888,-117.08,32.63,28,2080,1266,434,2.2788,146300.0,0,0,0,0,1
14889,-117.08,32.62,28,2468,1353,522,3.0771,158600.0,0,0,0,0,1
14890,-117.08,32.62,36,1674,818,307,3.4773,150400.0,0,0,0,0,1
14891,-117.09,32.61,23,1157,640,313,2.1548,118800.0,0,0,0,0,1
14892,-117.09,32.61,21,1945,1335,419,3.6467,113000.0,0,0,0,0,1
14893,-117.08,32.62,16,5192,3132,1092,2.2685,151900.0,0,0,0,0,1
14894,-117.08,32.61,27,2264,1485,468,3.3514,149100.0,0,0,0,0,1
14895,-117.07,32.62,19,5016,2750,1081,2.7838,155900.0,0,0,0,0,1
14896,-117.06,32.61,34,4325,2609,979,2.8489,128300.0,0,0,0,0,1
14897,-117.07,32.61,22,5016,3132,1092,2.1441,135500.0,0,0,0,0,1
14898,-117.07,32.6,18,2602,1042,550,1.9267,67500.0,0,0,0,0,1
14899,-117.07,32.59,21,1779,1327,488,1.6007,96200.0,0,0,0,0,1
14900,-117.08,32.59,30,144,220,48,2.3929,134400.0,0,0,0,0,1
14901,-117.08,32.6,24,1901,1334,476,2.2544,121900.0,0,0,0,0,1
14902,-117.07,32.61,10,1686,1000,391,2.1765,128400.0,0,0,0,0,1
14903,-117.06,32.61,24,4369,3123,1092,2.0571,152300.0,0,0,0,0,1
14904,-117.06,32.61,23,1630,1267,418,2.5625,131100.0,0,0,0,0,1
14905,-117.07,32.6,13,1607,983,400,2.2903,106300.0,0,0,0,0,1
14906,-117.06,32.6,25,1075,434,234,1.7472,94600.0,0,0,0,0,1
14907,-117.06,32.6,24,1088,1095,246,2.4191,107300.0,0,0,0,0,1
14908,-117.06,32.6,33,905,989,222,2.7014,108200.0,0,0,0,0,1
14909,-117.05,32.63,31,4911,2334,843,4.1958,160100.0,0,0,0,0,1
14910,-117.05,32.62,34,3928,2315,681,4.2851,144500.0,0,0,0,0,1
14911,-117.04,32.62,26,3620,2000,593,4.9962,156000.0,0,0,0,0,1
14912,-117.05,32.61,31,4033,2585,715,3.5096,139900.0,0,0,0,0,1
14913,-117.05,32.61,21,5698,3132,1092,3.2633,129700.0,0,0,0,0,1
14914,-117.05,32.61,26,1563,1145,313,3.8615,139300.0,0,0,0,0,1
14915,-117.04,32.6,20,5698,3132,1092,4.2241,139800.0,0,0,0,0,1
14916,-117.04,32.6,18,4747,3002,872,3.9076,152900.0,0,0,0,0,1
14917,-117.05,32.59,16,4683,3073,865,3.0495,98300.0,0,0,0,0,1
14918,-117.04,32.63,26,2074,1228,335,4.1154,160200.0,0,0,0,0,1
14919,-117.04,32.62,27,1710,1089,297,4.6793,151900.0,0,0,0,0,1
14920,-117.03,32.61,23,1553,778,229,5.1538,171300.0,0,0,0,0,1
14921,-117.03,32.61,22,1028,523,152,6.0086,166900.0,0,0,0,0,1
14922,-117.03,32.6,26,1335,742,215,5.152,143400.0,0,0,0,0,1
14923,-117.02,32.59,19,1902,1102,313,3.0365,98100.0,0,0,0,0,1
14924,-116.98,32.62,6,5698,3132,1092,4.7068,184300.0,0,0,0,0,1
14925,-117.06,32.64,30,4494,1883,680,5.766,186100.0,0,0,0,0,1
14926,-117.06,32.63,29,4168,2096,713,4.2204,169800.0,0,0,0,0,1
14927,-116.98,32.68,22,2346,1217,382,5.5248,156300.0,0,0,0,0,1
14928,-117.01,32.67,17,2319,1125,337,5.551,266900.0,0,0,0,0,1
14929,-117.0,32.67,16,2238,1002,303,6.6143,264100.0,0,0,0,0,1
14930,-117.02,32.67,20,1505,635,182,6.5772,245200.0,0,0,0,0,1
14931,-117.01,32.66,11,5698,3132,1092,6.9664,293900.0,0,0,0,0,1
14932,-117.02,32.66,19,771,376,108,6.6272,273600.0,0,0,0,0,1
14933,-116.97,32.65,4,5698,3132,1092,5.6631,233400.0,0,0,0,0,1
14934,-116.99,32.64,15,4331,2046,627,3.9519,193500.0,0,0,0,0,1
14935,-117.04,32.65,8,5698,3132,1059,4.2155,247800.0,0,0,0,0,1
14936,-117.03,32.65,14,1111,472,145,7.6344,290500.0,0,0,0,0,1
14937,-117.0,32.64,11,3098,1391,484,4.9792,170400.0,0,0,0,0,1
14938,-117.01,32.63,7,5698,3132,1005,5.7358,221600.0,0,0,0,0,1
14939,-117.04,32.64,5,2329,1213,514,4.0298,225600.0,0,0,0,0,1
14940,-117.02,32.64,5,260,157,42,6.5151,281700.0,0,0,0,0,1
14941,-117.03,32.63,13,2087,1165,330,5.7789,227700.0,0,0,0,0,1
14942,-117.03,32.63,14,2796,1466,464,5.2489,213700.0,0,0,0,0,1
14943,-117.04,32.63,26,2756,1166,398,5.1354,181600.0,0,0,0,0,1
14944,-116.99,32.74,17,3101,1410,486,3.1771,189900.0,1,0,0,0,0
14945,-116.98,32.74,17,3943,1995,766,2.6944,158300.0,1,0,0,0,0
14946,-116.98,32.74,24,977,454,169,4.9286,173700.0,1,0,0,0,0
14947,-116.98,32.74,16,3361,1754,578,5.1098,162300.0,1,0,0,0,0
14948,-116.98,32.72,15,4209,1914,641,4.5135,158300.0,1,0,0,0,0
14949,-116.98,32.73,16,952,530,143,5.0864,175300.0,1,0,0,0,0
14950,-116.98,32.72,4,1078,571,184,4.6667,223300.0,1,0,0,0,0
14951,-116.97,32.74,14,5698,3132,1092,4.2192,176100.0,1,0,0,0,0
14952,-116.95,32.74,7,2722,1429,574,3.9583,141700.0,1,0,0,0,0
14953,-116.96,32.71,18,2413,1129,551,2.4567,155000.0,1,0,0,0,0
14954,-116.95,32.73,17,1635,960,279,5.2671,157100.0,1,0,0,0,0
14955,-116.97,32.76,26,2460,838,299,5.9878,270700.0,1,0,0,0,0
14956,-116.98,32.75,25,4137,1905,630,4.375,214000.0,1,0,0,0,0
14957,-116.97,32.75,28,3519,1720,590,4.7973,186900.0,1,0,0,0,0
14958,-116.98,32.75,18,1519,802,347,2.9886,170800.0,1,0,0,0,0
14959,-116.97,32.76,33,3071,1348,513,6.1768,228900.0,1,0,0,0,0
14960,-116.95,32.76,13,5543,2074,737,4.9528,266200.0,1,0,0,0,0
14961,-116.94,32.75,4,5698,3132,1092,5.1221,229700.0,1,0,0,0,0
14962,-116.92,32.76,9,1859,947,304,5.9202,181300.0,1,0,0,0,0
14963,-116.92,32.76,7,1659,862,242,5.2741,249400.0,1,0,0,0,0
14964,-116.91,32.75,5,5698,3132,1092,4.7813,240900.0,1,0,0,0,0
14965,-117.0,32.76,31,1989,805,301,6.5645,189100.0,1,0,0,0,0
14966,-116.99,32.76,21,3833,1645,589,4.625,273500.0,1,0,0,0,0
14967,-116.99,32.74,18,3341,1952,602,3.9844,215300.0,1,0,0,0,0
14968,-117.0,32.74,17,2357,1423,510,1.8856,118800.0,1,0,0,0,0
14969,-116.99,32.73,30,1856,1103,379,4.0357,153800.0,1,0,0,0,0
14970,-117.01,32.75,26,4038,2065,687,3.9545,178100.0,1,0,0,0,0
14971,-117.01,32.75,34,2105,973,357,4.3088,152500.0,1,0,0,0,0
14972,-117.01,32.74,31,3473,2098,677,2.6973,135200.0,1,0,0,0,0
14973,-117.01,32.73,22,2526,1556,529,2.8646,120800.0,0,0,0,0,1
14974,-117.0,32.73,17,5698,3132,1092,3.7647,127600.0,1,0,0,0,0
14975,-117.0,32.72,10,3817,2352,875,2.1362,143200.0,0,0,0,0,1
14976,-117.01,32.72,12,2914,2104,703,2.3068,132300.0,0,0,0,0,1
14977,-116.99,32.7,15,3660,2629,612,4.0444,150100.0,0,0,0,0,1
14978,-117.0,32.7,23,2785,1456,449,4.3714,131000.0,0,0,0,0,1
14979,-116.98,32.71,18,2355,1277,433,3.4551,121400.0,1,0,0,0,0
14980,-116.99,32.71,21,3049,2355,585,3.8904,113800.0,0,0,0,0,1
14981,-117.0,32.71,22,2263,1395,416,3.725,123500.0,0,0,0,0,1
14982,-117.01,32.71,20,3506,1977,668,2.981,129100.0,0,0,0,0,1
14983,-116.99,32.72,15,825,334,131,4.0391,169500.0,1,0,0,0,0
14984,-116.99,32.72,14,1771,1046,284,4.775,143300.0,1,0,0,0,0
14985,-116.99,32.72,13,1330,719,215,3.8295,149600.0,1,0,0,0,0
14986,-116.99,32.72,11,1112,441,174,4.7679,169500.0,1,0,0,0,0
14987,-117.02,32.74,30,4205,2012,734,3.5,144700.0,0,0,0,0,1
14988,-117.03,32.73,34,2061,1169,400,3.5096,142000.0,0,0,0,0,1
14989,-117.03,32.73,32,1750,997,335,3.4784,154400.0,0,0,0,0,1
14990,-117.03,32.74,37,821,404,135,3.0125,130400.0,0,0,0,0,1
14991,-117.02,32.73,22,5201,3132,817,4.7952,141400.0,0,0,0,0,1
14992,-117.02,32.72,36,2030,1142,357,3.7763,126900.0,0,0,0,0,1
14993,-117.03,32.73,38,3174,1557,619,3.5861,123600.0,0,0,0,0,1
14994,-117.03,32.72,38,886,505,188,3.5938,125400.0,0,0,0,0,1
14995,-117.03,32.72,37,2192,1515,446,3.0588,120600.0,0,0,0,0,1
14996,-117.04,32.72,24,5474,3020,904,4.0813,137000.0,0,0,0,0,1
14997,-117.04,32.73,36,2084,1097,398,3.2717,130700.0,0,0,0,0,1
14998,-117.04,32.73,25,1375,1032,278,3.5492,125400.0,0,0,0,0,1
14999,-117.05,32.72,35,3669,1694,585,3.9485,133900.0,0,0,0,0,1
15000,-117.05,32.73,27,3184,1763,571,3.5529,133900.0,0,0,0,0,1
15001,-117.03,32.74,35,1878,991,409,2.4345,129700.0,0,0,0,0,1
15002,-117.04,32.74,33,3880,2288,805,3.6848,140700.0,0,0,0,0,1
15003,-117.02,32.74,12,3301,2000,879,1.8594,119200.0,0,0,0,0,1
15004,-117.04,32.74,5,2878,1727,758,1.7179,132000.0,0,0,0,0,1
15005,-117.04,32.75,36,2297,1070,392,3.5192,144000.0,0,0,0,0,1
15006,-117.05,32.75,29,2767,1437,587,2.8306,142900.0,0,0,0,0,1
15007,-117.05,32.75,43,1718,826,336,2.7014,133700.0,0,0,0,0,1
15008,-117.03,32.77,34,1796,918,424,2.875,161200.0,1,0,0,0,0
15009,-117.02,32.76,15,1204,543,326,1.0278,154200.0,1,0,0,0,0
15010,-117.02,32.76,40,2523,976,470,3.11,185700.0,1,0,0,0,0
15011,-117.02,32.75,33,3296,1345,556,5.2835,217100.0,1,0,0,0,0
15012,-117.03,32.75,24,5698,3132,1092,3.0897,187300.0,0,0,0,0,1
15013,-117.04,32.77,26,4263,2199,1010,2.734,148900.0,1,0,0,0,0
15014,-117.04,32.76,43,3171,1534,625,3.141,141400.0,0,0,0,0,1
15015,-117.05,32.76,37,4879,2076,871,3.6625,154800.0,0,0,0,0,1
15016,-117.04,32.76,37,2979,1285,564,3.7368,152200.0,0,0,0,0,1
15017,-117.04,32.77,16,5698,3132,1092,2.9624,144700.0,1,0,0,0,0
15018,-117.03,32.77,19,4819,2572,1092,2.3393,118200.0,1,0,0,0,0
15019,-117.05,32.78,37,1184,529,192,4.7941,161700.0,1,0,0,0,0
15020,-117.03,32.78,17,5481,2957,1092,2.5707,171300.0,1,0,0,0,0
15021,-117.02,32.78,33,3481,1726,719,3.3675,158200.0,1,0,0,0,0
15022,-117.03,32.79,31,2366,1077,387,4.2992,174400.0,1,0,0,0,0
15023,-117.03,32.79,17,5698,3132,1092,2.7006,166300.0,1,0,0,0,0
15024,-117.0,32.77,30,1802,776,386,2.8125,173500.0,1,0,0,0,0
15025,-117.01,32.76,22,3626,1800,769,2.8594,189600.0,1,0,0,0,0
15026,-117.01,32.76,34,3415,1464,593,4.0549,223700.0,1,0,0,0,0
15027,-117.01,32.77,24,2311,1005,525,2.9,185200.0,1,0,0,0,0
15028,-117.01,32.77,34,3330,1592,656,2.6678,164200.0,1,0,0,0,0
15029,-117.01,32.77,43,841,496,207,3.0179,149300.0,1,0,0,0,0
15030,-117.01,32.79,31,3776,1886,799,3.4421,155300.0,1,0,0,0,0
15031,-117.01,32.78,20,2616,1532,579,2.9896,235600.0,1,0,0,0,0
15032,-117.02,32.78,31,2567,1198,499,3.4659,163000.0,1,0,0,0,0
15033,-117.02,32.79,36,2211,868,329,4.0491,147900.0,1,0,0,0,0
15034,-116.99,32.79,33,2420,1003,397,4.0658,165100.0,1,0,0,0,0
15035,-116.99,32.79,26,3623,1609,669,3.744,165800.0,1,0,0,0,0
15036,-116.99,32.78,29,1114,385,154,5.4333,222800.0,1,0,0,0,0
15037,-117.0,32.79,31,3256,1595,706,3.4773,155800.0,1,0,0,0,0
15038,-116.99,32.77,35,2306,828,310,6.1103,301600.0,1,0,0,0,0
15039,-116.98,32.77,29,3558,1097,445,8.013024999999999,379600.0,1,0,0,0,0
15040,-117.0,32.76,31,2545,956,342,4.3977,226800.0,1,0,0,0,0
15041,-117.0,32.77,35,2114,881,320,5.5,241400.0,1,0,0,0,0
15042,-116.95,32.78,33,2432,1147,427,3.3906,138100.0,1,0,0,0,0
15043,-116.96,32.78,26,2807,1785,580,2.1638,132800.0,1,0,0,0,0
15044,-116.97,32.78,26,5698,3132,1092,4.7943,226900.0,1,0,0,0,0
15045,-116.92,32.78,21,4192,2101,710,4.4306,159100.0,1,0,0,0,0
15046,-116.91,32.78,15,4058,1580,473,7.5,316400.0,1,0,0,0,0
15047,-116.92,32.77,16,2770,1269,429,6.6783,275000.0,1,0,0,0,0
15048,-116.9,32.77,8,3600,1421,482,6.2609,307100.0,1,0,0,0,0
15049,-116.95,32.78,20,3425,1489,443,6.2552,296400.0,1,0,0,0,0
15050,-116.95,32.77,25,3308,1201,414,6.3191,303400.0,1,0,0,0,0
15051,-116.94,32.78,17,5698,3132,1092,3.434,193200.0,1,0,0,0,0
15052,-116.85,32.83,17,4234,2191,725,3.6445,197600.0,1,0,0,0,0
15053,-116.88,32.81,35,2926,1590,506,4.2014,143200.0,1,0,0,0,0
15054,-116.86,32.8,19,1747,848,290,4.875,187200.0,1,0,0,0,0
15055,-116.83,32.83,6,3123,1513,480,5.4288,167800.0,1,0,0,0,0
15056,-116.83,32.81,18,2367,1021,395,4.8125,210500.0,1,0,0,0,0
15057,-116.92,32.79,24,4055,2123,744,4.5224,142000.0,1,0,0,0,0
15058,-116.93,32.79,23,5698,3108,1092,3.0927,140600.0,1,0,0,0,0
15059,-116.91,32.8,32,1943,1081,292,5.6846,208800.0,1,0,0,0,0
15060,-116.9,32.79,21,3770,1410,446,6.7685,294700.0,1,0,0,0,0
15061,-116.94,32.8,21,5698,3132,1092,1.8937,109800.0,1,0,0,0,0
15062,-116.93,32.79,19,3354,1948,682,3.0192,142300.0,1,0,0,0,0
15063,-116.95,32.79,19,5698,3132,1092,2.0326,123200.0,1,0,0,0,0
15064,-116.96,32.8,16,3920,2612,1023,1.3291,120800.0,1,0,0,0,0
15065,-116.96,32.79,19,3008,2341,689,2.6087,123800.0,1,0,0,0,0
15066,-116.96,32.79,35,1081,691,259,2.6324,133700.0,1,0,0,0,0
15067,-116.96,32.8,24,2493,1420,643,1.8357,104200.0,1,0,0,0,0
15068,-116.97,32.79,19,4108,2971,1006,1.9893,112500.0,1,0,0,0,0
15069,-116.96,32.79,17,5236,3132,1092,2.3221,138800.0,1,0,0,0,0
15070,-116.97,32.78,37,1255,671,278,3.7019,138600.0,1,0,0,0,0
15071,-116.97,32.78,35,1113,681,246,2.9784,136400.0,1,0,0,0,0
15072,-116.97,32.79,32,1255,782,302,2.6635,113600.0,1,0,0,0,0
15073,-116.98,32.79,32,3756,1611,598,3.8667,189700.0,1,0,0,0,0
15074,-116.98,32.8,28,5698,2672,1054,3.963,164400.0,1,0,0,0,0
15075,-116.99,32.8,34,3657,1513,562,5.2907,195800.0,1,0,0,0,0
15076,-117.0,32.8,33,1816,768,316,4.5662,150300.0,1,0,0,0,0
15077,-117.0,32.8,29,2045,912,368,3.0189,144100.0,1,0,0,0,0
15078,-116.99,32.81,25,4436,1997,738,4.2386,201000.0,1,0,0,0,0
15079,-116.99,32.81,18,5698,3132,1092,6.2787,250000.0,1,0,0,0,0
15080,-116.97,32.83,23,149,101,34,2.6458,112500.0,1,0,0,0,0
15081,-116.97,32.81,19,1573,844,414,2.1422,125000.0,1,0,0,0,0
15082,-116.97,32.8,15,3927,2204,977,2.4367,111400.0,1,0,0,0,0
15083,-116.94,32.81,22,4266,2766,985,2.8175,135200.0,1,0,0,0,0
15084,-116.94,32.8,28,3042,1964,703,2.4141,137500.0,1,0,0,0,0
15085,-116.96,32.8,19,4574,3045,1057,2.065,124100.0,1,0,0,0,0
15086,-116.96,32.8,25,3421,1681,742,3.369,134400.0,1,0,0,0,0
15087,-116.92,32.82,34,1765,772,282,5.0118,165300.0,1,0,0,0,0
15088,-116.92,32.81,23,2668,1510,524,3.3669,158900.0,1,0,0,0,0
15089,-116.93,32.82,26,4129,1820,718,4.2586,171000.0,1,0,0,0,0
15090,-116.91,32.81,22,4331,1952,654,5.4834,232000.0,1,0,0,0,0
15091,-116.92,32.8,33,1518,857,272,3.5586,160400.0,1,0,0,0,0
15092,-116.92,32.81,17,1312,836,337,1.6686,112500.0,1,0,0,0,0
15093,-116.93,32.8,19,1867,1219,468,2.0685,130000.0,1,0,0,0,0
15094,-116.93,32.81,18,2447,1573,472,2.6429,125400.0,1,0,0,0,0
15095,-116.95,32.82,19,5308,2852,1092,2.9161,135700.0,1,0,0,0,0
15096,-116.95,32.82,12,5535,3112,1092,2.5949,108300.0,1,0,0,0,0
15097,-116.95,32.81,31,1277,698,237,3.1106,147700.0,1,0,0,0,0
15098,-116.96,32.81,8,2378,1410,623,2.9097,152500.0,1,0,0,0,0
15099,-116.94,32.82,35,1737,826,294,3.2411,159200.0,1,0,0,0,0
15100,-116.94,32.81,8,2517,1686,613,2.136,143500.0,1,0,0,0,0
15101,-116.95,32.81,15,2619,1513,537,2.543,100000.0,1,0,0,0,0
15102,-116.95,32.82,18,3038,1904,595,3.8024,144900.0,1,0,0,0,0
15103,-116.97,32.83,17,5698,3132,1092,2.949,117300.0,1,0,0,0,0
15104,-116.99,32.83,20,5698,3132,1092,3.1979,154600.0,1,0,0,0,0
15105,-116.99,32.85,32,5211,3025,948,4.0931,134200.0,1,0,0,0,0
15106,-116.98,32.85,12,3570,3132,666,4.0882,134500.0,1,0,0,0,0
15107,-117.01,32.83,17,5698,3132,1092,3.3067,121900.0,1,0,0,0,0
15108,-117.01,32.84,23,1951,901,378,3.1023,143300.0,1,0,0,0,0
15109,-117.02,32.84,17,4013,2263,661,5.131,148300.0,1,0,0,0,0
15110,-116.96,32.85,11,5698,3132,1092,4.1716,166100.0,1,0,0,0,0
15111,-116.96,32.86,14,3064,1681,503,4.4347,160300.0,1,0,0,0,0
15112,-116.96,32.87,17,4713,2531,723,4.8286,158500.0,1,0,0,0,0
15113,-116.98,32.88,12,5698,3132,1092,4.3952,151700.0,1,0,0,0,0
15114,-116.98,32.86,19,2121,1236,353,4.7717,153200.0,1,0,0,0,0
15115,-116.98,32.86,16,5698,3132,1092,4.0693,146400.0,1,0,0,0,0
15116,-117.0,32.87,18,5698,3132,1092,4.4904,150400.0,1,0,0,0,0
15117,-117.01,32.85,23,2592,1401,431,5.4903,151400.0,1,0,0,0,0
15118,-117.0,32.85,24,1888,950,319,5.282,140800.0,1,0,0,0,0
15119,-116.95,32.83,14,5698,3132,1092,3.3081,168700.0,1,0,0,0,0
15120,-116.95,32.84,31,1307,752,231,3.4286,129400.0,1,0,0,0,0
15121,-116.93,32.85,15,3273,1872,842,2.5388,119000.0,1,0,0,0,0
15122,-116.93,32.85,5,4116,2770,905,3.1142,150000.0,1,0,0,0,0
15123,-116.94,32.85,31,1293,599,228,4.7578,161000.0,1,0,0,0,0
15124,-116.94,32.84,32,1607,778,262,4.5278,166300.0,1,0,0,0,0
15125,-116.94,32.83,38,1701,872,304,3.7831,147800.0,1,0,0,0,0
15126,-116.88,32.86,9,3049,1527,515,5.0733,196600.0,1,0,0,0,0
15127,-116.86,32.87,17,5698,2630,843,5.0524,285400.0,1,0,0,0,0
15128,-116.84,32.86,16,2502,1211,494,3.2516,202100.0,1,0,0,0,0
15129,-116.89,32.85,16,1743,652,322,2.8906,158300.0,1,0,0,0,0
15130,-116.91,32.87,14,3048,1690,576,4.3818,147100.0,1,0,0,0,0
15131,-116.91,32.86,10,3699,2310,759,2.5365,139500.0,1,0,0,0,0
15132,-116.91,32.86,15,3153,1633,527,3.6898,131000.0,1,0,0,0,0
15133,-116.92,32.86,11,2204,1472,497,2.3693,127000.0,1,0,0,0,0
15134,-116.93,32.83,19,3038,1463,509,3.944,172500.0,1,0,0,0,0
15135,-116.93,32.83,21,1283,684,289,2.3203,163500.0,1,0,0,0,0
